0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
TBRG4,0.71680045,0.9999003804629129,,RRBP1,0.95394695,0.9996937181110113,,ATAD3B,0.34019533,0.9996617578253437,,SNHG15,0.5747289,0.9998338017940898,,MRPL17,1.3322834,0.9999189069433965,,CCDC88B,0.6757871,1.0,,SETD5,0.44835216,1.0,,TREM1,1.1931506,0.9992640708997754,
UBE2B,0.71596444,0.9999003804629129,,ERGIC1,0.95356476,0.9996937181110113,,GNL3L,0.33964074,0.9996617578253437,,NGDN,0.5728422,0.9998338017940898,,TGFBR2,1.3305556,0.9999189069433965,,SNRPD1,0.6757354,1.0,,OSTC,0.44780204,1.0,,DPM2,1.1900051,0.9992640708997754,
USMG5,0.71573645,0.9999003804629129,,DNASE1L1,0.95305514,0.9996937181110113,,MEPCE,0.33875337,0.9996617578253437,,FNTA,0.5728422,0.9998338017940898,,ETFB,1.3304031,0.9999189069433965,,ITCH,0.67542535,1.0,,ZBTB24,0.4474964,1.0,,SLC43A3,1.1891065,0.9992640708997754,
PAICS,0.71533114,0.9999003804629129,,NLRP1,0.9525137,0.9996937181110113,,H3F3B,0.33738533,0.9996617578253437,,TSG101,0.5727667,0.9998338017940898,,SNAPC3,1.3285229,0.9999189069433965,,MED27,0.67475355,1.0,,RP11-262H14.3,0.4462739,1.0,,GORASP2,1.188657,0.9992640708997754,
NUDCD3,0.71459645,0.9999003804629129,,ZFYVE21,0.9520996,0.9996937181110113,,UTP18,0.33723745,0.9996617578253437,,RIPK1,0.5718611,0.9998338017940898,,EIF3A,1.3284212,0.9999189069433965,,GIMAP1,0.67475355,1.0,,PAFAH2,0.44609052,1.0,,PSIP1,1.1885448,0.9992640708997754,
FAM219B,0.71289915,0.9999003804629129,,ARID1A,0.9520041,0.9996937181110113,,PIGP,0.33708954,0.9996617578253437,,TUBG1,0.5709932,0.9998338017940898,,GPS1,1.3272524,0.9999189069433965,,ALKBH6,0.6739784,1.0,,RP11-275I4.1,0.44590715,1.0,,ZNF780A,1.187983,0.9992640708997754,
MRPL41,0.71234185,0.9999003804629129,,MSL1,0.9518448,0.9996937181110113,,CHCHD7,0.33694166,0.9996617578253437,,DBN1,0.57080454,0.9998338017940898,,TUBB,1.3263377,0.9999189069433965,,ADD3,0.67387503,1.0,,NAA35,0.44590715,1.0,,PTPN6,1.1865226,0.9992640708997754,
SRSF11,0.7109738,0.9999003804629129,,CAT,0.9500612,0.9996937181110113,,DIDO1,0.33668283,0.9996617578253437,,RPS6KB1,0.5703517,0.9998338017940898,,CCDC88A,1.3262869,0.9999189069433965,,SP3,0.673565,1.0,,OSBPL9,0.44566265,1.0,,COPS3,1.1865226,0.9992640708997754,
ALDOC,0.70990986,0.9999003804629129,,SWSAP1,0.94862795,0.9996937181110113,,MIEF1,0.33653495,0.9996617578253437,,C9orf69,0.5697857,0.9998338017940898,,VTI1B,1.3250673,0.9999189069433965,,C17orf85,0.6719113,1.0,,SECISBP2L,0.4455404,1.0,,ABCF3,1.1861856,0.9992640708997754,
SAMSN1,0.70869386,0.9999003804629129,,PPCDC,0.9466851,0.9996937181110113,,SETX,0.33635008,0.9996617578253437,,SUMO1,0.5690688,0.9998338017940898,,DIAPH1,1.3247116,0.9999189069433965,,XRN2,0.6712912,1.0,,PGK1,0.44547927,1.0,,ALG2,1.1852869,0.9992640708997754,
CTDSP2,0.7084152,0.9999003804629129,,NOTCH1,0.9463029,0.9996937181110113,,CKAP2,0.3356106,0.9996617578253437,,COL6A2,0.56895554,0.9998338017940898,,MCRS1,1.3234919,0.9999189069433965,,IRAK4,0.670516,1.0,,PRR7,0.4452959,1.0,,VIMP,1.1846129,0.9992640708997754,
SMYD2,0.7083899,0.9999003804629129,,BRD3,0.94464666,0.9996937181110113,,WNT16,0.33553666,0.9996617578253437,,SDHAF2,0.56895554,0.9998338017940898,,MAPK1IP1L,1.3218658,0.9999189069433965,,CLTC,0.670361,1.0,,RNF121,0.4452959,1.0,,NUMB,1.1843882,0.9992640708997754,
LXN,0.7083138,0.9999003804629129,,FNDC3B,0.9431816,0.9996937181110113,,RP11-876N24.2,0.33553666,0.9996617578253437,,FAM43A,0.5675594,0.9998338017940898,,YIF1B,1.3208494,0.9999189069433965,,PRKD3,0.6702576,1.0,,ZC3H8,0.4450514,1.0,,CLEC4C,1.1836019,0.9992640708997754,
AGMAT,0.7082885,0.9999003804629129,,DDAH2,0.94228977,0.9996937181110113,,RP11-553K8.2,0.33553666,0.9996617578253437,,AC062029.1,0.5673707,0.9998338017940898,,BST1,1.3181053,0.9999189069433965,,MGAT2,0.6698442,1.0,,ACSM3,0.44444016,1.0,,DCAF7,1.1832647,0.9992640708997754,
ZNF354A,0.7078325,0.9999003804629129,,IQGAP2,0.9418757,0.9996937181110113,,APBB2,0.33553666,0.9996617578253437,,SEPW1,0.5673707,0.9998338017940898,,WDR41,1.3176987,0.9999189069433965,,ARF6,0.6693791,1.0,,ZSCAN18,0.44444016,1.0,,RAD23A,1.1832647,0.9992640708997754,
MED16,0.70600855,0.9999003804629129,,PREX1,0.9410157,0.9996937181110113,,RP11-92K15.3,0.33553666,0.9996617578253437,,GNPAT,0.567333,0.9998338017940898,,MS4A14,1.3175972,0.9999189069433965,,HAGH,0.66927576,1.0,,FAM134C,0.44425678,1.0,,GADD45GIP1,1.1831524,0.9992640708997754,
SDCBP2-AS1,0.7058059,0.9999003804629129,,MTHFR,0.9406017,0.9996937181110113,,SERHL2,0.33553666,0.9996617578253437,,SSR1,0.5671066,0.9998338017940898,,PAFAH1B2,1.3171905,0.9999189069433965,,SEL1L,0.668759,1.0,,RNF11,0.4440734,1.0,,WDR82,1.1830401,0.9992640708997754,
TBC1D10A,0.7050459,0.9999003804629129,,DPM2,0.94050616,0.9996937181110113,,CTD-2544N14.3,0.33553666,0.9996617578253437,,GALNT11,0.5668047,0.9998338017940898,,SEPW1,1.3147005,0.9999189069433965,,MOSPD3,0.6682939,1.0,,PLCG1,0.44389004,1.0,,LRRFIP1,1.1825907,0.9992640708997754,
MAGED2,0.7050459,0.9999003804629129,,NDRG1,0.9396462,0.9996937181110113,,UCKL1,0.3354627,0.9996617578253437,,BAG2,0.5666538,0.9998338017940898,,GMPR,1.3123121,0.9999189069433965,,ZFAND2A,0.6680872,1.0,,RPA1,0.4432788,1.0,,RNF138,1.1821414,0.9992640708997754,
ZFYVE28,0.70479256,0.9999003804629129,,PTMS,0.9377033,0.9996937181110113,,C7orf26,0.3337619,0.9996617578253437,,TNIK,0.5666538,0.9998338017940898,,UQCC2,1.3120072,0.9999189069433965,,DYNLT3,0.6673637,1.0,,AUH,0.4431565,1.0,,LRP10,1.182029,0.9992640708997754,
CTDSPL2,0.7047672,0.9999003804629129,,PAFAH1B2,0.93668413,0.9996937181110113,,CDK14,0.3335031,0.9996617578253437,,FAM78A,0.56661606,0.9998338017940898,,C1orf63,1.3119055,0.9999189069433965,,ANKRD44,0.66705364,1.0,,CCL28,0.44248414,1.0,,S100A8,1.1819167,0.9992640708997754,
CYB561D1,0.7044886,0.9999003804629129,,SCARB2,0.9359197,0.9996937181110113,,SLX4IP,0.33331823,0.9996617578253437,,RP4-612B15.3,0.5665783,0.9998338017940898,,PLEKHB2,1.3100761,0.9999189069433965,,PTBP1,0.6667436,1.0,,MED30,0.4423619,1.0,,ZNF326,1.1814674,0.9992640708997754,
ZNF276,0.7037032,0.9999003804629129,,SRGAP2,0.9346138,0.9996937181110113,,NEK1,0.33309639,0.9996617578253437,,PLCG1,0.5663519,0.9998338017940898,,MRAS,1.309822,0.9999189069433965,,PNN,0.66421133,1.0,,TNRC6B,0.4418729,1.0,,PSMB1,1.181018,0.9992640708997754,
ZRANB2,0.7025632,0.9999003804629129,,CPM,0.9343272,0.9996937181110113,,C21orf33,0.33287454,0.9996617578253437,,TIPRL,0.5658236,0.9998338017940898,,SMARCA4,1.3085515,0.9999189069433965,,CPSF6,0.6640563,1.0,,BOLA1,0.44126165,1.0,,ITGB2-AS1,1.1807933,0.9992640708997754,
SH2D3A,0.7023859,0.9999003804629129,,ABTB1,0.9330213,0.9996937181110113,,FAM43A,0.3328006,0.9996617578253437,,RPL27A,0.5655218,0.9998338017940898,,INPP5D,1.3060107,0.9999189069433965,,RCC2,0.66395295,1.0,,CD9,0.44120052,1.0,,C5orf15,1.1802317,0.9992640708997754,
TNFRSF10A,0.7022339,0.9999003804629129,,ARL4A,0.9316518,0.9996937181110113,,SLC25A38,0.33272666,0.9996617578253437,,DCUN1D5,0.56544626,0.9998338017940898,,SRGAP2,1.3047911,0.9999189069433965,,ETFDH,0.6635912,1.0,,RPP21,0.4411394,1.0,,FLT3,1.1798946,0.9992640708997754,
SNAP47,0.7009926,0.9999003804629129,,MGST3,0.93161994,0.9996937181110113,,TMEM57,0.33272666,0.9996617578253437,,MAX,0.5653708,0.9998338017940898,,TRAPPC3,1.3047911,0.9999189069433965,,C17orf89,0.6633328,1.0,,RNF26,0.4408949,1.0,,FBLN2,1.1798946,0.9992640708997754,
TTC1,0.70089126,0.9999003804629129,,MICAL1,0.9300274,0.9996937181110113,,ZNF701,0.33220902,0.9996617578253437,,ATXN10,0.5651067,0.9998338017940898,,RETN,1.3038255,0.9999189069433965,,AUP1,0.6631261,1.0,,MYPOP,0.44052815,1.0,,ZNF503,1.1798946,0.9992640708997754,
SLC4A7,0.6983073,0.9999003804629129,,PHF19,0.929263,0.9996937181110113,,TOMM34,0.3320611,0.9996617578253437,,MAF1,0.564918,0.9998338017940898,,MED8,1.3023518,0.9999189069433965,,EHD1,0.6624543,1.0,,TOMM22,0.44028366,1.0,,NSD1,1.1783218,0.9992640708997754,
SLA2,0.6980793,0.9999003804629129,,CNDP2,0.9285941,0.9996937181110113,,ASPHD2,0.33202416,0.9996617578253437,,OMA1,0.5646916,0.9998338017940898,,MRPS25,1.3001158,0.9999189069433965,,HMGB1,0.6622476,1.0,,CRBN,0.43985578,1.0,,ATRX,1.1779848,0.9992640708997754,
CTC-524C5.2,0.69805396,0.9999003804629129,,ABR,0.92700166,0.9996937181110113,,NUMB,0.3319502,0.9996617578253437,,RRM2,0.56420106,0.9998338017940898,,ZC3H13,1.2988962,0.9999189069433965,,UBE2M,0.6617308,1.0,,LEMD2,0.43948904,1.0,,DDIT3,1.1774231,0.9992640708997754,
RASGRP2,0.6980033,0.9999003804629129,,POLR2F,0.92674685,0.9996937181110113,,CD70,0.33176532,0.9996617578253437,,POLR3D,0.5641633,0.9998338017940898,,CBWD1,1.2983881,0.9999189069433965,,ATG4D,0.66167915,1.0,,RNF126,0.43906114,1.0,,PTPMT1,1.1765245,0.9992640708997754,
PRRC2C,0.6978513,0.9999003804629129,,JDP2,0.92585504,0.9996937181110113,,SLC39A6,0.33161744,0.9996617578253437,,VOPP1,0.563786,0.9998338017940898,,IQGAP1,1.2980832,0.9999189069433965,,CPSF3L,0.6616275,1.0,,ANKRD12,0.4389389,1.0,,MTF2,1.1756258,0.9992640708997754,
PERP,0.6972433,0.9999003804629129,,SUGP2,0.9253454,0.9996937181110113,,NT5DC1,0.33158046,0.9996617578253437,,PHGDH,0.563786,0.9998338017940898,,MAP3K11,1.2977782,0.9999189069433965,,RASA3,0.6616275,1.0,,PRRT1,0.43887776,1.0,,CCDC12,1.1754011,0.9992640708997754,
DDB2,0.69714195,0.9999003804629129,,SCCPDH,0.92518616,0.9996937181110113,,CLCN6,0.33146954,0.9996617578253437,,FGFR1OP2,0.56374824,0.9998338017940898,,HLA-DMA,1.2936621,0.9999189069433965,,SMARCA2,0.6602322,1.0,,HINFP,0.4384499,1.0,,PCK2,1.1745024,0.9992640708997754,
PARP10,0.69625527,0.9999003804629129,,ANP32A,0.9248358,0.9996937181110113,,ZNF335,0.3312477,0.9996617578253437,,SLC3A2,0.5632577,0.9998338017940898,,NABP1,1.2926965,0.9999189069433965,,DIS3L,0.65966374,1.0,,CLK1,0.4379609,1.0,,CLPTM1,1.174053,0.9992640708997754,
AC016831.7,0.69463396,0.9999003804629129,,CRYL1,0.9236255,0.9996937181110113,,ATP6V0A1,0.33117375,0.9996617578253437,,ARF4,0.56295586,0.9998338017940898,,MBOAT7,1.2924424,0.9999189069433965,,CRELD1,0.65966374,1.0,,DDX39B,0.43759415,1.0,,ACTR1B,1.173379,0.9992640708997754,
KIF3A,0.69445664,0.9999003804629129,,ENGASE,0.9233707,0.9996937181110113,,CREB3L4,0.33106282,0.9996617578253437,,GABPB2,0.5629181,0.9998338017940898,,VPS26B,1.2911211,0.9999189069433965,,PDCL,0.65919864,1.0,,NISCH,0.43734965,1.0,,LYPLA1,1.173379,0.9992640708997754,
SLAIN2,0.6942033,0.9999003804629129,,GNG10,0.9210138,0.9996937181110113,,EIF1AX,0.3309519,0.9996617578253437,,SLC27A5,0.56197476,0.9998338017940898,,MPPE1,1.2862935,0.9999189069433965,,AXIN1,0.6590953,1.0,,GLG1,0.4367384,1.0,,C15orf48,1.1724802,0.9992640708997754,
LCP2,0.69389933,0.9999003804629129,,HPCAL1,0.91919833,0.9996937181110113,,RICTOR,0.33087796,0.9996617578253437,,GTPBP8,0.55955976,0.9998338017940898,,UBL5,1.2862427,0.9999189069433965,,CSNK1A1,0.6572349,1.0,,NDRG2,0.4362494,1.0,,GTPBP4,1.1720309,0.9992640708997754,
UBE2G2,0.69356996,0.9999003804629129,,SLC35B1,0.91859317,0.9996937181110113,,RP11-708J19.1,0.33043426,0.9996617578253437,,TSFM,0.55952203,0.9998338017940898,,RAB3D,1.2852771,0.9999189069433965,,ARID4B,0.6570282,1.0,,MRPL21,0.43618828,1.0,,CBX6,1.1720309,0.9992640708997754,
C15orf61,0.691822,0.9999003804629129,,CHCHD2,0.91827464,0.9996937181110113,,OGT,0.33021244,0.9996617578253437,,AGPAT4,0.5593711,0.9998338017940898,,SIDT2,1.2852771,0.9999189069433965,,NIP7,0.65454763,1.0,,IDH3A,0.4360049,1.0,,CDC37,1.1718062,0.9992640708997754,
IPO4,0.69047934,0.9999003804629129,,EDF1,0.917988,0.9996937181110113,,ITPR1,0.33013847,0.9996617578253437,,ZDHHC6,0.5593711,0.9998338017940898,,GSTZ1,1.2844641,0.9999189069433965,,AASDHPPT,0.65454763,1.0,,LTA,0.4360049,1.0,,COPS6,1.1718062,0.9992640708997754,
RBM23,0.690302,0.9999003804629129,,VTI1B,0.9169051,0.9996937181110113,,FBRSL1,0.3296948,0.9996617578253437,,EIF2AK2,0.55925786,0.9998338017940898,,APOL6,1.2834477,0.9999189069433965,,PIN4,0.65408254,1.0,,MED16,0.43594378,1.0,,CHD2,1.1715815,0.9992640708997754,
TIPRL,0.6887314,0.9999003804629129,,NFKBIL1,0.9168732,0.9996937181110113,,VPS13A,0.32947296,0.9996617578253437,,APOA1BP,0.55922014,0.9998338017940898,,UBN1,1.2827871,0.9999189069433965,,RAP1GAP2,0.6534624,1.0,,IL6ST,0.4357604,1.0,,PEA15,1.1713569,0.9992640708997754,
RHPN1,0.68845266,0.9999003804629129,,CXorf40A,0.91391116,0.9996937181110113,,GPR137,0.32932505,0.9996617578253437,,COX20,0.55888057,0.9998338017940898,,NCF4,1.2821264,0.9999189069433965,,NAPA,0.6514987,1.0,,PNO1,0.43521026,1.0,,MAN2C1,1.1713569,0.9992640708997754,
PRKAA1,0.68819934,0.9999003804629129,,MFSD12,0.9122868,0.9996937181110113,,C5orf63,0.32862255,0.9996617578253437,,BLMH,0.5583145,0.9998338017940898,,ATP5J,1.2812117,0.9999189069433965,,AK1,0.65134364,1.0,,GTPBP10,0.43514913,1.0,,PA2G4,1.1710199,0.9992640708997754,
RNF126,0.6865527,0.9999003804629129,,FCAR,0.9121594,0.9996937181110113,,ZFP14,0.3284377,0.9996617578253437,,HACL1,0.5580504,0.9998338017940898,,RP11-802E16.3,1.280602,0.9999189069433965,,ABHD12,0.6510336,1.0,,ERI3,0.4345379,1.0,,MPC1,1.1710199,0.9992640708997754,
MIAT,0.6862994,0.9999003804629129,,FURIN,0.9108217,0.9996937181110113,,TUSC2,0.3284377,0.9996617578253437,,TNF,0.5575976,0.9998338017940898,,PGP,1.2797381,0.9999189069433965,,ECHDC1,0.6498967,1.0,,PHAX,0.4343545,1.0,,LEO1,1.1704582,0.9992640708997754,
LPAR2,0.6851594,0.9999003804629129,,NAIP,0.91056687,0.9996937181110113,,ZNF652,0.32825282,0.9996617578253437,,CCDC61,0.55688065,0.9998338017940898,,NUMB,1.2784677,0.9999189069433965,,PSMC6,0.64953494,1.0,,DTWD1,0.4342934,1.0,,SSRP1,1.1704582,0.9992640708997754,
ANO9,0.6842474,0.9999003804629129,,CAMTA2,0.9086559,0.9996937181110113,,CEP135,0.32821584,0.9996617578253437,,PPIL4,0.5568429,0.9998338017940898,,NDUFB2,1.2784677,0.9999189069433965,,TXNDC12,0.6491732,1.0,,SPAG16,0.4342934,1.0,,C11orf73,1.1697842,0.9992640708997754,
DLGAP1-AS1,0.6841207,0.9999003804629129,,ETFA,0.9084011,0.9996937181110113,,C1orf109,0.32799402,0.9996617578253437,,HMBOX1,0.5568052,0.9998338017940898,,XPO6,1.2782643,0.9999189069433965,,RNF6,0.6487081,1.0,,DCAF15,0.43411002,1.0,,C6orf1,1.1686608,0.9992640708997754,
AIP,0.6840194,0.9999003804629129,,ZMAT2,0.90770036,0.9996937181110113,,CWF19L2,0.3278461,0.9996617578253437,,SH3BP1,0.55669194,0.9998338017940898,,CFLAR,1.2758251,0.9999189069433965,,CTNNBL1,0.6485531,1.0,,PJA1,0.43392664,1.0,,RBMS1,1.167762,0.9992640708997754,
WHAMM,0.68366474,0.9999003804629129,,RIT1,0.9060442,0.9996937181110113,,LMBR1,0.32710662,0.9996617578253437,,RPS15A,0.5563901,0.9998338017940898,,DNAJC1,1.2756218,0.9999189069433965,,GGNBP2,0.648088,1.0,,MMD,0.43368214,1.0,,TRUB2,1.1673126,0.9992640708997754,
MBIP,0.6808781,0.9999003804629129,,SYMPK,0.9047383,0.9996937181110113,,CYC1,0.32614532,0.9996617578253437,,RPA3,0.55631465,0.9998338017940898,,DTYMK,1.2741989,0.9999189069433965,,PARP10,0.64793295,1.0,,IGSF8,0.4335599,1.0,,CCL3,1.1668633,0.9992640708997754,
C16orf54,0.6804474,0.9999003804629129,,NME1,0.90432423,0.9996937181110113,,INTS6,0.32599744,0.9996617578253437,,LBR,0.55631465,0.9998338017940898,,RUNX3,1.2729793,0.9999189069433965,,C6orf1,0.6475195,1.0,,HNRNPH2,0.43337652,1.0,,CDC16,1.166414,0.9992640708997754,
ZEB1,0.68042207,0.9999003804629129,,ZNF516,0.9036235,0.9996937181110113,,ATPAF1,0.32488823,0.9996617578253437,,OBFC1,0.55601275,0.9998338017940898,,FKBP2,1.2727252,0.9999189069433965,,SEC23B,0.64746785,1.0,,NAP1L5,0.43337652,1.0,,TMCO1,1.1650659,0.9992640708997754,
MRPL19,0.67994076,0.9999003804629129,,UBE2E3,0.90355986,0.9996937181110113,,TCTEX1D2,0.32481426,0.9996617578253437,,TRNT1,0.5556354,0.9998338017940898,,SNRPG,1.2705909,0.9999189069433965,,UBE2V2,0.64720947,1.0,,GMIP,0.43300977,1.0,,SUCLG1,1.1650659,0.9992640708997754,
NCK1,0.6799154,0.9999003804629129,,ROMO1,0.90177625,0.9996937181110113,,U2SURP,0.32370505,0.9996617578253437,,RLIM,0.5551071,0.9998338017940898,,IFT57,1.2701335,0.9999189069433965,,NME8,0.64679605,1.0,,ATIC,0.43294865,1.0,,HSP90B1,1.1646166,0.9992640708997754,
RBM39,0.6798901,0.9999003804629129,,MGLL,0.9013622,0.9996937181110113,,PELI1,0.32303953,0.9996617578253437,,ANKHD1,0.5548053,0.9998338017940898,,SEPT5,1.2689139,0.9999189069433965,,COLGALT2,0.64679605,1.0,,TIMM10,0.43270415,1.0,,ASPSCR1,1.1643919,0.9992640708997754,
ATF1,0.67945945,0.9999003804629129,,NUBP1,0.9004385,0.9996937181110113,,EFCAB4A,0.3229286,0.9996617578253437,,CBR4,0.55476755,0.9998338017940898,,MGAT1,1.2685074,0.9999189069433965,,MUS81,0.64679605,1.0,,MLXIP,0.43270415,1.0,,MTCH2,1.1641672,0.9992640708997754,
GLS,0.67880076,0.9999003804629129,,PABPN1,0.8987186,0.9996937181110113,,SGCE,0.3227807,0.9996617578253437,,KCTD5,0.55446565,0.9998338017940898,,FMNL2,1.2684057,0.9999189069433965,,E2F3,0.64658934,1.0,,APBB1IP,0.43197066,1.0,,SH3RF1,1.1640549,0.9992640708997754,
LINC00954,0.6780408,0.9999003804629129,,DOCK8,0.898209,0.9996937181110113,,CTD-2630F21.1,0.3227807,0.9996617578253437,,PIGK,0.55405056,0.9998338017940898,,GPR108,1.2668304,0.9999189069433965,,PRR4,0.64607257,1.0,,UBL3,0.43190953,1.0,,KMT2C,1.1640549,0.9992640708997754,
SPEF2,0.6774328,0.9999003804629129,,KLF11,0.8980816,0.9996937181110113,,RP11-486G15.2,0.3227807,0.9996617578253437,,VPS72,0.55261666,0.9998338017940898,,ID2,1.2651026,0.9999189069433965,,OS9,0.64503896,1.0,,RP11-298J20.3,0.4318484,1.0,,NDUFB4,1.1636055,0.9992640708997754,
NVL,0.6772808,0.9999003804629129,,GRHPR,0.8962343,0.9996937181110113,,AC007880.1,0.3227807,0.9996617578253437,,B3GNT2,0.55246574,0.9998338017940898,,DDX42,1.263883,0.9999189069433965,,ASCC2,0.6447289,1.0,,IBTK,0.4301369,1.0,,NME3,1.1636055,0.9992640708997754,
SDHA,0.6770528,0.9999003804629129,,PIGS,0.8952469,0.9996937181110113,,SLC38A11,0.3227807,0.9996617578253437,,CCDC64,0.55205065,0.9998338017940898,,GFER,1.2636797,0.9999189069433965,,ZFPL1,0.64328194,1.0,,NIFK-AS1,0.4298924,1.0,,KCTD5,1.1632684,0.9992640708997754,
SPAG16,0.6760141,0.9999003804629129,,INPP1,0.89330405,0.9996937181110113,,AC007386.2,0.3227807,0.9996617578253437,,PRKD2,0.55193746,0.9998338017940898,,IL17RA,1.2636288,0.9999189069433965,,FAM217B,0.64328194,1.0,,NOP58,0.42983127,1.0,,TCEAL8,1.1625944,0.9992640708997754,
EGR1,0.6759381,0.9999003804629129,,PPP1R15B,0.89324033,0.9996937181110113,,CLNS1A,0.32237402,0.9996617578253437,,KANSL1,0.5502017,0.9998338017940898,,EIF5,1.2628158,0.9999189069433965,,MAX,0.6431786,1.0,,UTP15,0.4294034,1.0,,TIAL1,1.1623697,0.9992640708997754,
PGK1,0.6750768,0.9999003804629129,,SPTLC2,0.8931767,0.9996937181110113,,C11orf83,0.3222631,0.9996617578253437,,COMMD4,0.54982436,0.9998338017940898,,PPM1G,1.2626126,0.9999189069433965,,PKN2,0.6431786,1.0,,SPICE1,0.42928115,1.0,,POLDIP2,1.1619204,0.9992640708997754,
EIF4A3,0.67489946,0.9999003804629129,,TOR4A,0.89171153,0.9996937181110113,,ELP6,0.32215217,0.9996617578253437,,SNRK,0.54937154,0.9998338017940898,,MCTS1,1.2625109,0.9999189069433965,,YPEL3,0.6431269,1.0,,RAB11B,0.42903665,1.0,,HLX,1.1602353,0.9992640708997754,
YWHAB,0.6748488,0.9999003804629129,,DDX46,0.8911701,0.9996937181110113,,SLC2A6,0.3212648,0.9996617578253437,,FAM159A,0.5491829,0.9998338017940898,,FOSL2,1.2619011,0.9999189069433965,,GOLPH3L,0.6428685,1.0,,ABRACL,0.42879215,1.0,,TMEM126A,1.1589996,0.9992640708997754,
CSTF3,0.67474747,0.9999003804629129,,PTEN,0.890979,0.9996937181110113,,U2AF1,0.3212648,0.9996617578253437,,FKBP2,0.54914516,0.9998338017940898,,ANKRD13D,1.2609863,0.9999189069433965,,LAMP2,0.6420417,1.0,,FN3KRP,0.42854765,1.0,,RPP30,1.1586626,0.9992640708997754,
SLC26A11,0.67358214,0.9999003804629129,,SRC,0.88868576,0.9996937181110113,,HILPDA,0.32093203,0.9996617578253437,,SYS1,0.54906964,0.9998338017940898,,MED11,1.2604781,0.9999189069433965,,TRMT61B,0.6409048,1.0,,PDSS1,0.4281809,1.0,,FOSL2,1.1583256,0.9992640708997754,
TRANK1,0.6733288,0.9999003804629129,,ACSS2,0.8885265,0.9996937181110113,,OARD1,0.32089505,0.9996617578253437,,PI4KA,0.5487678,0.9998338017940898,,PLEKHJ1,1.2598176,0.9999189069433965,,RPP38,0.6405947,1.0,,TARBP1,0.42781413,1.0,,USP9X,1.1583256,0.9992640708997754,
MRS2,0.67327815,0.9999003804629129,,ACTR2,0.8868066,0.9996937181110113,,RP11-420G6.4,0.32074717,0.9996617578253437,,ATP2B4,0.5485791,0.9998338017940898,,KARS,1.258852,0.9999189069433965,,NTAN1,0.6393028,1.0,,AAMDC,0.42769188,1.0,,UFD1L,1.1577638,0.9992640708997754,
HDHD3,0.67287284,0.9999003804629129,,CYFIP1,0.8863289,0.9996937181110113,,C14orf182,0.3205623,0.9996617578253437,,TRPC4AP,0.5484282,0.9998338017940898,,MED28,1.2580898,0.9999189069433965,,IREB2,0.6392511,1.0,,QRICH1,0.42769188,1.0,,HNRNPU,1.1576515,0.9992640708997754,
NOP14-AS1,0.67287284,0.9999003804629129,,MLTK,0.88378084,0.9996937181110113,,L3MBTL3,0.32048833,0.9996617578253437,,LPCAT1,0.5482395,0.9998338017940898,,CD151,1.2569209,0.9999189069433965,,TBK1,0.63894105,1.0,,RAD51C,0.42720288,1.0,,CCNB1IP1,1.1575392,0.9992640708997754,
ZNF451,0.6712008,0.9999003804629129,,HIPK3,0.8829846,0.9996937181110113,,UQCRC2,0.3203774,0.9996617578253437,,CRELD2,0.54808855,0.9998338017940898,,ARHGAP1,1.2564636,0.9999189069433965,,BAALC,0.6383209,1.0,,MED11,0.42708063,1.0,,ZNF652,1.1574268,0.9992640708997754,
NUP160,0.6706435,0.9999003804629129,,RNASET2,0.88288903,0.9996937181110113,,MTMR1,0.3202665,0.9996617578253437,,NASP,0.54752254,0.9998338017940898,,FRG1,1.255498,0.9999189069433965,,ATXN10,0.63806254,1.0,,KLHL6,0.42671388,1.0,,LCOR,1.1572021,0.9992640708997754,
KLHL20,0.6702382,0.9999003804629129,,TOR1B,0.88266605,0.9996937181110113,,KDM4C,0.31960097,0.9996617578253437,,A2M-AS1,0.5474848,0.9998338017940898,,PSMF1,1.2554473,0.9999189069433965,,KIAA0907,0.6374941,1.0,,NT5C3B,0.4265305,1.0,,SAFB,1.1567528,0.9992640708997754,
PIAS1,0.66945285,0.9999003804629129,,EXOSC4,0.8825387,0.9996937181110113,,AGBL5,0.31875056,0.9996617578253437,,PCF11,0.5471075,0.9998338017940898,,DOK1,1.2550915,0.9999189069433965,,RBM3,0.6374424,1.0,,ZNF33B,0.4264694,1.0,,NUP62,1.1555171,0.9992640708997754,
LYPD3,0.66945285,0.9999003804629129,,KIF22,0.88120097,0.9996937181110113,,TRAK2,0.31834388,0.9996617578253437,,EIF5,0.54654145,0.9998338017940898,,CYTH2,1.2549899,0.9999189069433965,,ADPRHL2,0.63666725,1.0,,ZP3,0.42634714,1.0,,RCSD1,1.1554048,0.9992640708997754,
PNPT1,0.66889554,0.9999003804629129,,CYP1B1,0.88050026,0.9996937181110113,,CLN5,0.3183069,0.9996617578253437,,P2RY8,0.54642826,0.9998338017940898,,CHP1,1.2548883,0.9999189069433965,,LRCH4,0.63584036,1.0,,CMTM3,0.4259804,1.0,,PTEN,1.1552924,0.9992640708997754,
